LACT,ai1_DIM,outcome1AI,tmsbred,pregnancy_DIM,ABORT,INDGST,INJURY,KETOSIS,lame,LDA,MAST,MET,MFEVER,PYO,PNEU,rtp,calvBCS,milkavg30,milkavg60,milkavg100,nadirDIM,nadirBCS,disease_events,milkmonth1,milkmonth2,milkmonth3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,104,1,2,104.0,0.0,0,0,0,1,0,0,0,0,0,0,0,3.25,36.52,45.35,49.77,52,3.1,1,36.515,52.666,56.092,3.3,3.25,3.2,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1,3.2,3.15,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.2,3.25,3.25,3.25,3.2,3.2,3.25,3.25,3.25,3.25,3.2,3.15,3.25,3.25,3.25,3.3,3.25,3.25,3.25,3.25,3.35,3.25,3.25,3.3,3.3,3.3,3.25,3.2,3.15,3.15,3.2,3.2,3.2,3.15,3.15,3.15,3.15,3.15,3.15,3.0999999999999996,3.15,3.2,3.2,3.2,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.15,3.2,3.2,3.2,3.2,3.25,3.25,3.25
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.03,52.91,58.38,64.15,100,2.6,0,52.912,64.046,72.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,117,1,2,117.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.39,54.48,67.63,71.52,19,3.1,0,54.478,80.781,79.05,,3.37112,3.403865,3.418445,3.411813,3.396194,3.384991,3.391383,3.379924,3.398506,3.386842,3.4,3.4,3.4,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,,,,,,,,,3.2,3.2,3.2,3.2,3.2,3.2
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.32,50.42,64.08,70.01,39,2.9,0,50.423,77.257,80.795,3.3995,3.289,3.257704,3.270563,3.265229,3.230229,3.213872,3.235136,3.223916,3.196439,3.178697,3.145363,3.133671,3.157753,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,,,,,,,,,3.2,3.2,3.2
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.37,52.24,65.09,72.4,19,2.8,0,52.241,79.368,81.755,3.5,3.4,3.2,3.2,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.9,2.862579,2.863893,2.890073,2.92632,2.924942,2.91121,2.866771,2.867798,2.947117,3.018216,2.974837,2.949147,2.930586,2.907978,3.015007,3.012248,3.0,3.0,3.0,3.1,3.1,3.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.062951,3.067038,3.042977,3.036267,3.043717,3.05183,2.980325,2.92981,2.898897,2.885811,2.888114,2.907809,2.909895,2.899636,2.916981,2.930943,2.9,2.9,3.0,3.0,3.0,2.9,3.0,3.0,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1,80,1,1,80.0,0.0,0,0,0,0,0,1,0,0,0,0,0,3.53,52.34,61.64,70.09,52,3.2,1,52.338,78.594,82.256,3.5,3.6,3.5,3.5,3.5,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,,,,,,,,,3.3,3.4,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.3,3.3,3.4,3.3,3.3,3.2,3.2,3.3,3.3,3.4,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
1,142,1,1,142.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.17,43.03,54.93,62.04,54,2.5,0,43.027,66.829,73.732,3.18847,3.14741,3.178577,3.174477,3.165326,3.153905,3.177495,3.192062,3.176824,3.172062,3.134233,3.121773,3.093704,3.059059,3.009996,2.998972,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.1,2.9,2.8,2.8,2.7,2.7,2.7,2.6,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.8,2.8,2.8,2.9,2.7,2.7,2.7,2.7,2.6,2.5,2.7,2.6,2.7,2.6,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.7,2.7,2.8,2.7,2.7,2.8,2.8,2.8,2.6,2.7,2.7,2.6,2.6,2.7,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,2.9,,,,,,,,,2.9
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.15,73.14,78.04,79.41,27,3.0,0,73.141,82.775,82.966,,3.1374,3.15742,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.1,3.1,3.1,3.1,3.0,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.2,45.58,52.8,59.49,27,3.1,0,45.579,60.017,74.966,,2.95,3.1,3.1,3.05,3.15,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.05,3.0,3.05,3.05,3.05,3.05,3.05,3.0,3.0,3.0,3.0,3.0,2.95,2.95,2.95,2.95,3.0,3.0,3.0,3.05,3.05,3.05,3.05,3.0,3.0,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.05,3.05,3.05,3.05,3.05,3.05,3.1,3.05,3.1,3.1,3.1,3.15,3.15,3.1,3.1,3.15,3.1,3.1,3.1,3.15,3.15,3.15,3.15,3.15,3.15,3.1,3.2
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.3,63.75,73.12,78.36,28,3.1,0,63.754,82.145,85.95,,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2971955,3.2442725,3.2907374999999996,3.2821825000000002,3.232475,3.156896,3.1479405,3.1527060000000002,3.1451260000000003,3.0930809999999997,3.091076,3.192758,3.2334319999999996,3.2368585,3.2377145,3.2313264999999998,3.25,3.25,3.25,3.1500000000000004,3.2,3.2,3.2,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.107713,3.16506,3.178364,3.1877865,3.1890635,3.2397795,3.136108,3.13939,3.0943579999999997,3.090724,3.091803,3.0462295,3.0564385,3.066528,3.074835,3.0815235,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.05,3.05,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.0999999999999996,3.0999999999999996,3.05,3.05,3.0999999999999996,3.1,3.15,3.15,3.15,3.2,3.0999999999999996,3.0999999999999996,3.05
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.39,51.18,61.88,68.69,26,3.22,0,51.176,72.196,77.361,,3.38306,3.3527825,3.4,3.4,3.4,3.4,3.4,3.4,3.35,3.35,3.35,3.4,3.4,3.25,3.25,3.15,3.15,3.2125529999999998,3.1866434999999997,3.189013,3.194395,3.1960345,3.1526555,3.1766305,3.3084055,3.112439,3.302087,3.298969,2.988187,3.078978,3.0653405,3.0937124999999996,3.087327,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.15,3.15,3.15,3.15,3.15,3.15,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.15,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.15,3.15,3.15,3.15,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.15,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.05,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.15,3.0999999999999996,3.15,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.15,3.05,3.05,3.05,3.05,3.0999999999999996,3.15,3.2,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.15,3.15,2.95,2.95,3.05,3.05,3.05,3.05,3.0999999999999996,3.0999999999999996,3.0999999999999996
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.3,64.25,77.2,84.19,24,2.9,0,64.253,89.722,95.794,2.9,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,3.0,3.0,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.1,,,,,,,,,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,3.0,3.0,2.9,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,3.0,3.0,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.29,52.49,62.0,63.57,74,2.8,0,52.493,71.515,64.814,3.39687,3.0118725,3.0228859999999997,3.073845,3.0725055,3.0790949999999997,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.15,3.15,3.2,3.15,3.3,3.2,3.2,3.0,2.95,2.95,2.95,2.957167,2.9397469999999997,2.9471084999999997,2.9471084999999997,2.9542165,3.0000675,3.095464,3.061428,2.833091,2.8532105000000003,2.8540045000000003,2.833596,2.8416245,2.8305305,2.8249630000000003,2.8395580000000002,2.85,2.8,2.8,2.85,2.8,2.85,2.85,2.8,2.85,2.85,2.85,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.75,2.8,2.8,2.85,2.85,2.8,2.8,2.8,2.8,2.8,2.85,2.85,2.85,2.8,2.8,2.8,2.8,2.8,2.8,2.75,2.75,2.8,2.75,2.75,2.7,2.7,2.75,2.7,2.7,2.75,2.8,2.8,2.85,2.85,2.85,2.85,2.9000000000000004,2.85,2.85,2.9000000000000004,2.9000000000000004,2.95,2.95,2.9,2.9,2.9
1,103,1,2,103.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.32,65.02,79.34,85.8,26,2.96,0,65.022,93.14,95.781,,3.25591,3.37899,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.1,3.1,3.1,3.048815,3.030744,3.026582,3.015202,3.007614,3.000575,2.982036,2.988643,2.962471,2.969958,2.968853,2.981983,3.075974,3.084068,3.076178,3.059202,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.0,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.2,3.2,3.2
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.23,55.57,62.88,65.25,38,2.9,0,55.568,69.946,69.717,,3.27062,3.195502,3.184913,3.179091,3.174538,3.179754,3.226915,3.227395,3.237301,3.232176,3.243669,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,2.9,2.9,2.9,2.9,3.0,2.9,2.9,3.0,3.0,3.1,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,,,,,,,,,3.2,3.2,3.2,3.2,3.2
1,80,1,1,80.0,0.0,0,0,0,0,0,0,1,0,0,0,0,3.36,31.78,49.31,62.86,29,3.07,1,31.782,63.085,80.958,3.5,3.4404125,3.31574,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.2,3.2,3.2,3.2,3.1,3.1591630000000004,3.150491,3.1516015,3.1556170000000003,3.1613435,3.113906,3.120649,3.128123,3.128123,3.0051155,3.044114,3.0367129999999998,3.0462165,3.0508585,3.0508585,3.0577484999999998,3.05,3.1500000000000004,3.05,3.0,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.1,3.1,3.05,3.05,3.05,3.05,3.05,3.1,3.0,2.95,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.2,3.2,3.1,3.1,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.15,3.1,3.1,3.15,3.1,3.2,3.1,3.1,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1,3.1500000000000004,3.1500000000000004,3.1,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004
1,100,1,2,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.35,48.14,59.98,68.97,46,2.9,0,48.135,71.825,79.738,3.40023,3.40023,3.124095,3.114385,3.1130044999999997,3.102246,3.1001760000000003,3.0885290000000003,3.080613,3.0751115,3.0673445,3.0618135,3.05,2.85,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.912389,2.9093825,2.9112799999999996,2.902376,2.8849134999999997,2.887481,2.872743,2.8699325,2.8638975,2.8622639999999997,2.8686285,2.8841219999999996,2.997032,2.8518635000000003,2.8974135,2.9051945,2.9,2.85,2.85,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.85,2.85,2.9,2.85,2.9,2.9,2.9,2.9,2.9,2.95,2.9,2.85,2.85,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.95,2.9000000000000004,2.9000000000000004,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95
1,105,1,2,105.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.05,65.45,69.06,72.28,59,2.5,0,65.445,72.548,77.351,2.6,2.7,2.8,2.8,2.8,2.9,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.7,2.7,2.8,2.8,2.7,2.8,2.8,2.9,2.8,2.8,2.8,2.9,2.9,,,,,,,,,2.9,2.8,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.8,2.9,2.9,3.0,3.1,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.04,47.92,58.46,67.48,0,2.8,0,47.92,69.002,78.233,3.052245,3.2040274999999996,3.252834,3.2884465,3.3088695,3.2977835,3.2851584999999996,3.269879,3.2951699999999997,3.3000545,3.3,3.3,3.25,3.25,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.25,3.25,3.25,3.231099,3.254639,3.230805,3.2399775,3.212221,3.2441075,3.226662,3.2536565,3.2536259999999997,3.2582744999999997,3.2788295,3.2780734999999996,3.2876155000000002,3.303122,3.309774,3.304978,3.3,3.3,3.3,3.3499999999999996,3.3499999999999996,3.3,3.3,3.3,3.3,3.3,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.35,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.4,54.14,63.03,66.92,14,3.3,0,54.137,71.628,72.919,3.0,3.0,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.25,3.25,3.25,3.25,3.25,3.2,3.2,3.2,3.2,3.2,3.15,3.15,3.15,3.2,3.2,3.25,3.2,3.15,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.25,3.25,3.25,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.3,3.3,3.3,3.3,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.35,39.99,45.58,47.85,45,3.1,0,39.99,50.981,51.418,3.2,3.3,3.2,3.2,3.2,3.25,3.25,3.25,3.25,3.2,3.25,3.25,3.35,3.25,3.25,3.1500000000000004,3.25,3.25,3.25,3.3,3.25,3.2,3.2,3.3,3.3,3.3,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.2,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.15,3.15,3.1500000000000004,3.15,3.15,3.15,3.15,3.15,3.15,3.1,3.15,3.15,3.15,3.0,3.0,3.0,3.1,3.1,3.0,3.1,3.1,3.2,3.2,3.15,3.15,3.15,3.15,3.15,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.15,3.15,3.15,3.15,3.2,3.2
1,117,1,2,117.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.3,50.75,63.06,70.0,35,3.19,0,50.753,74.936,79.878,,3.266625,3.3353225,3.340765,3.338409,3.323018,3.3271625,3.3499999999999996,3.3,3.3,3.3,3.3,3.25,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.204327,3.219926,3.220746,3.231579,3.221463,3.215554,3.202745,3.219364,3.208143,3.203515,3.207788,3.205806,3.194715,3.191589,3.203958,3.211079,3.2,3.2,3.05,3.05,3.05,3.05,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1500000000000004,3.1,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.2,3.2,3.2,3.2,3.25,3.25,3.3,3.3,3.25,3.25,3.15,3.15,2.95,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.3,52.06,56.01,56.35,16,3.28,0,52.063,59.818,56.229,3.3,3.45,3.45,3.45,3.45,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.15,2.8499999999999996,2.8499999999999996,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.0999999999999996,3.2,3.15,3.0999999999999996,3.15,3.15,3.15,3.15,3.15,3.0999999999999996,3.2,3.2,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.25,3.25,3.0,3.0,2.8,2.8,2.8,3.4,3.3,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.3499999999999996,3.3499999999999996,3.4,3.4,3.4,3.4,3.45,3.5,3.5,3.45,3.5,3.5,3.5,3.5,3.45,3.45,3.45,3.45,3.45,3.45,3.5,3.5,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
1,80,0,4,177.0,0.0,0,0,0,0,0,1,0,0,0,0,0,3.2,61.26,70.75,71.43,36,3.0,0,61.264,80.238,71.819,3.2,3.203012,3.209452,3.200325,3.176481,3.189462,3.199332,3.208013,3.201548,3.186879,3.168771,3.177732,3.186828,3.163016,3.142888,3.120555,3.102992,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.3,3.2,3.3,3.4,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,,,,,,,,
1,106,1,2,106.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.38,44.55,54.46,60.07,14,3.3,0,44.549,64.376,70.179,3.382265,3.3917015,3.3435515000000002,3.345261,3.357722,3.3618645,3.366707,3.3641845,3.3660699999999997,3.3703184999999998,3.3617055000000002,3.3564109999999996,3.3,3.3,3.25,3.25,3.25,3.25,3.2,3.2,3.15,3.3,3.3,3.3,3.25,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.3,3.25,3.25,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3499999999999996,3.3499999999999996,3.3,3.3499999999999996,3.3499999999999996,3.4,3.3499999999999996,3.4,3.4,3.35,3.3499999999999996,3.3,3.3,3.3,3.3,3.3,3.3,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.2,3.3,3.3,3.2,3.3,3.3,3.3,3.3,3.3499999999999996,3.3499999999999996,3.3,3.3,3.3
1,80,0,3,142.0,0.0,0,0,0,0,0,0,1,0,1,0,0,3.38,27.13,35.85,41.96,14,3.1,1,27.126,44.568,50.61,3.39119,3.3785,3.36332,3.35868,3.335982,3.359286,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.160123,3.179724,3.189161,3.16385,3.168027,3.178041,3.186238,3.19485,3.195638,3.192843,3.169441,3.201245,3.222672,3.245321,3.26012,3.265269,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.5,3.4,3.5,3.4,3.4,3.4,3.4,3.4,3.4
