LACT,ai1_DIM,outcome1AI,tmsbred,pregnancy_DIM,ABORT,INDGST,INJURY,KETOSIS,lame,LDA,MAST,MET,MFEVER,PYO,PNEU,rtp,calvBCS,milkavg30,milkavg60,milkavg100,nadirDIM,nadirBCS,disease_events,milkmonth1,milkmonth2,milkmonth3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,80,0,3,158.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.28,69.0,77.75,81.48,20,2.9,0,68.997,86.505,89.672,3.2,3.245945,3.2389575,3.2,3.3,3.3,3.3,3.3,3.3499999999999996,3.4,3.4,3.55,3.2,2.95,2.95,2.95,2.95,2.95,2.9,2.9,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.9,2.9,2.8499999999999996,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.85,2.9,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.9,2.9,2.9,2.85,2.9000000000000004,2.85,2.85,2.9000000000000004,2.85,2.85,2.85,2.85,2.85,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.85,2.85,2.8,2.8,2.8,2.85,2.85,2.85,2.85,2.85,2.9000000000000004,2.9000000000000004,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.85,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.85,2.85,2.9000000000000004,2.9000000000000004
4,60,0,3,86.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.73,102.37,111.67,117.78,58,3.4,0,102.366,121.284,126.451,3.6,3.8,3.8,3.8,3.8,3.9,3.9,3.8,3.8,3.9,3.9,3.8,3.9,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6
2,73,1,1,73.0,0.0,0,0,0,0,0,1,0,0,1,0,1,3.4,69.27,80.72,86.31,47,3.0,2,69.273,92.549,96.504,3.4,3.4,3.4,3.4,3.4,3.3499999999999996,3.4,3.4,3.4,3.4,3.3499999999999996,3.3499999999999996,3.3,3.3,3.3,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3499999999999996,3.3,3.25,3.2,3.25,3.2,3.25,3.2,3.2,3.2,3.1500000000000004,3.25,3.15,3.1,3.1,3.1,3.1,3.05,3.2,3.2,3.25,3.25,3.25,3.25,3.3,3.3499999999999996,3.3,3.3,3.3,3.3,3.25,3.3,3.25,3.25,3.25,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.3,3.3,3.3,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3,3.3,3.3,3.3,3.3,3.3,3.35,3.35,3.35,3.4,3.4,3.4,3.4,3.45
3,60,1,1,60.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.35,89.21,101.54,106.25,89,2.9,0,89.212,114.288,114.336,3.6,3.3499999999999996,3.25,3.25,3.25,3.2,3.2,3.25,3.25,3.25,3.2,3.25,3.25,3.3,3.3,3.3,3.3,3.2,3.2,3.1500000000000004,3.1,3.1,3.1,3.1,3.05,3.05,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.1,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,3.0,3.0,3.0,3.1,3.1,3.2,3.2,3.2,3.1,3.0,3.1,3.0,3.0,3.0,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,3.0,2.9,2.9,2.9,2.9,2.9,3.0,3.0,2.9,2.95,2.9,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95
1,91,0,3,172.0,0.0,0,0,0,0,0,0,0,0,1,0,0,3.0,55.22,64.44,70.12,24,2.8,0,55.217,73.652,78.52,3.2,3.2,3.2,3.1500000000000004,3.2,3.2,3.2,3.2,3.2,3.3,3.1,3.1,3.1,3.0,3.0,,,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,2.9,3.2,3.2,2.9,2.9,2.9,3.0,3.0,3.1,3.0,3.0,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.3,3.25,3.2,3.1500000000000004,3.1,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1,3.1,3.1,3.2,3.1,3.0,3.0,3.2,,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
1,80,0,3,123.0,0.0,0,0,0,0,0,1,0,0,0,0,0,3.3,48.88,59.16,64.56,12,3.0,0,48.877,70.967,74.258,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.13727,3.128491,3.115263,3.107749,3.101995,3.126269,3.124686,3.138947,3.087255,3.107969,3.111339,3.091547,3.060649,3.049256,3.036476,3.000848,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.213792,3.210718,3.238172,3.211503,3.158663,3.170257,3.143886,3.137166,3.111487,3.097294,3.109815,3.100078,3.148739,3.143317,3.165152,3.188583,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
1,130,1,2,130.0,0.0,0,0,0,1,0,0,0,0,0,0,0,3.3,34.16,57.18,62.7,1,3.2,0,34.164,68.141,69.869,,3.2,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.5,3.5,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.5,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,80,1,3,80.0,1.0,0,0,0,0,0,0,1,0,1,0,0,3.33,54.77,65.18,70.03,43,2.8,1,54.771,75.938,78.308,3.3499999999999996,3.25,3.25,3.25,3.25,3.2,3.2,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1,3.1,3.1,3.1,3.05,3.05,3.0,3.05,3.05,3.0,2.95,2.95,2.9,2.9,2.9,2.9,2.9,2.95,2.95,2.95,2.95,3.0,3.0,2.9,2.95,2.95,2.95,2.95,2.95,2.9,2.9,2.8499999999999996,2.8,2.75,2.8,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.9,2.9,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.8,2.8,2.9,2.9,2.9,3.0,2.9,2.9,2.9,2.9,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.95,2.95,2.95,3.0,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95
3,60,1,3,60.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.4,113.55,124.14,121.83,43,3.0,0,113.547,135.09,119.025,3.35,3.4,3.4,3.4,3.3666666666666667,3.3666666666666667,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.266666666666667,3.266666666666667,3.1999999999999997,3.1999999999999997,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1999999999999997,3.1333333333333333,3.1,3.1,3.1,3.1500000000000004,3.1,3.1,3.1,3.1,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1,3.1,3.1,3.0666666666666664,3.0666666666666664,3.1,3.1,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1,3.1,3.0666666666666664,3.1,3.0666666666666664,3.1,3.033333333333333,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1333333333333333,3.1,3.1,3.1,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1,3.1,3.1,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.266666666666667,3.266666666666667,3.266666666666667,3.233333333333333,3.233333333333333,3.266666666666667,3.266666666666667,3.266666666666667,3.266666666666667,3.233333333333333
1,110,1,3,110.0,1.0,0,0,0,0,0,0,1,0,1,0,0,3.43,37.02,66.39,77.96,23,3.1,1,37.015,78.634,86.007,3.4,3.5,3.4,3.5,3.5,3.4,3.4,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.2,3.3,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.2,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,63,0,4,96.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.4,109.97,120.82,123.81,69,2.7,0,109.973,130.227,125.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,2.9,2.9,3.0,3.1,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.5,,,,,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,2.9,3.0,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.8,2.9
3,60,0,5,166.0,1.0,0,0,0,0,0,1,0,0,0,0,0,3.4,90.87,104.89,100.55,47,2.9,0,90.867,119.389,93.809,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0,2.9,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,,3.0,2.9,2.9,2.9,2.9,2.9,2.9
2,73,0,5,198.0,0.0,1,0,1,1,0,1,0,0,1,0,1,3.27,78.82,92.04,99.84,25,2.8,2,78.82,107.908,111.037,3.3,3.2,3.2,3.2,3.25,3.25,3.25,3.2,3.2,3.2,3.15,3.2,3.2,3.1,3.1,3.1,3.05,3.05,3.05,3.05,3.0,3.0,3.0,2.95,2.95,2.9,2.9,2.8499999999999996,2.9,2.8499999999999996,2.8499999999999996,2.9,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.95,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8499999999999996,2.8499999999999996,2.8,2.8,2.8,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.9,2.9,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.8499999999999996,2.9,2.8499999999999996,2.9,2.9,2.9,2.9,2.95,3.0,3.0,2.95,3.05,3.0,3.05,3.0,3.05,2.95,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.9,2.9,2.9,2.9,2.9,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.19,69.47,79.71,82.38,41,3.0,0,69.472,89.948,88.937,3.192505,3.2288699999999997,3.2038815,3.263692,3.2192555,3.223216,3.2284040000000003,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.3,3.2,3.1500000000000004,3.1,3.1,3.1,3.05,3.05,3.05,3.0,3.05,3.05,3.05,3.05,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.95,2.95,2.95,2.95,2.95,2.95,2.95,3.0,3.0,3.0,3.0,3.0,3.05,3.05,3.05,3.05,3.0,3.05,3.05,3.05,3.05,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,3.0,2.95,3.0,3.0,3.0,3.0,2.95,2.95,2.95,2.95,2.95,2.95,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.05,3.05,3.05,3.1,3.1,3.05,3.1,3.1,3.1,3.1
3,73,0,5,128.0,1.0,0,0,0,0,0,0,1,0,1,0,1,3.13,88.14,114.96,122.95,29,2.7,1,88.138,142.712,135.848,3.1,3.3,3.1500000000000004,3.1500000000000004,3.2,3.25,3.25,3.3,3.3,3.25,3.25,3.25,3.25,3.2,3.15,3.15,3.15,3.15,3.15,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.05,3.05,3.05,3.0,3.0,3.0,3.0,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.7,2.7,2.8,2.8,2.8,2.9,3.0,2.9,3.0,3.1,,,,,,,,,,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,2.95,2.95,3.15,3.0999999999999996
1,80,0,7,213.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.27,68.9,79.41,83.62,28,2.8,0,68.896,89.923,88.941,3.0,3.0,3.0,2.9,2.9,3.0,2.9,2.9,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
3,83,0,3,175.0,0.0,1,0,1,0,1,0,1,0,1,0,0,3.8,40.88,58.38,79.15,58,3.0,3,40.878,76.49,106.892,,3.4,3.2,3.2,3.3,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.5,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5999999999999996,3.55,3.55,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.55,3.55,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.45,3.45,3.5,3.5,3.55,3.55,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.55,3.55,3.55,3.55,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
3,60,1,1,60.0,0.0,0,0,0,0,0,1,0,0,0,0,0,3.17,89.85,95.02,98.33,0,3.0,0,89.849,100.368,102.85,3.033333333333333,3.1333333333333333,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.1666666666666665,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.1666666666666665,3.1999999999999997,3.1999999999999997,3.1666666666666665,3.1666666666666665,3.1333333333333333,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1999999999999997,3.1999999999999997,3.1333333333333333,3.1333333333333333,3.1666666666666665,3.1666666666666665,3.1999999999999997,3.1999999999999997,3.1999999999999997,3.25,3.25,3.3,3.3,3.3,3.3,3.3,3.3,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.266666666666667,3.3000000000000003,3.35,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.266666666666667,3.266666666666667,3.233333333333333,3.233333333333333,3.233333333333333,3.1999999999999997,3.233333333333333,3.233333333333333,3.1999999999999997,3.233333333333333,3.266666666666667,3.233333333333333,3.233333333333333,3.266666666666667,3.266666666666667,3.233333333333333,3.266666666666667,3.266666666666667,3.266666666666667,3.266666666666667,3.266666666666667,3.266666666666667,3.266666666666667,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.2,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.25,3.25,3.3,3.25,3.3,3.35,3.3
1,80,1,1,80.0,0.0,0,0,0,0,0,1,0,0,0,0,0,3.6,75.55,83.66,81.02,38,3.1,0,75.545,92.054,77.816,3.5,3.45,3.45,3.45,3.45,3.4,3.4,3.4,3.45,3.5,3.45,3.45,3.45,3.4,3.4,3.4,3.4,3.4,3.3499999999999996,3.3499999999999996,3.4,3.4,3.3,3.35,3.3,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.4000000000000004,3.4000000000000004,3.4000000000000004,3.4000000000000004,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.3,3.3,3.3,3.3,3.3,3.3,3.25,3.25,3.25,3.25,3.2,3.2,3.2,3.2,3.25,3.35,3.35,3.35,3.35,3.35,3.35,3.4000000000000004,3.35,3.35,3.5,3.3,3.35,3.35,3.35,3.35,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.35,3.35
2,60,1,3,126.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.47,103.43,119.81,122.01,60,2.9,0,103.43,136.187,127.122,3.2,3.25,3.25,3.25,3.25,3.3,3.3,3.3,3.25,3.25,3.3,3.25,3.25,3.25,3.25,3.25,3.1500000000000004,3.1500000000000004,3.2,3.1500000000000004,3.1,3.1,3.1,3.1,3.2,3.2,3.1,3.1,3.25,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.05,3.05,3.05,3.05,3.1,3.1,3.1,3.1,3.2,3.15,3.2,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.15,3.05,3.05,3.2,3.2,3.25,3.2,3.25,3.4,3.4,3.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.05,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1,80,1,1,80.0,1.0,0,0,0,0,0,0,1,0,0,0,1,3.45,47.27,58.1,64.57,31,3.2,1,47.268,68.931,73.594,3.4,3.45,3.4,3.4,3.45,3.45,3.45,3.45,3.45,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.45,3.45,3.45,3.5,3.5,3.5,3.4333333333333336,3.4333333333333336,3.466666666666667,3.466666666666667,3.466666666666667,3.466666666666667,3.4333333333333336,3.4,3.4,3.4,3.4,3.3666666666666667,3.3666666666666667,3.356757333333333,3.347353,3.422834,3.3688405,3.3524944999999997,3.3403375,3.3398125,3.3570215,3.3726789999999998,3.4042364999999997,3.4136945,3.406244,3.37029,3.3690495,3.42857,3.402552,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.373312,3.376227,3.347598,3.353488,3.347143,3.362632,3.377024,3.37133,3.362628,3.354022,3.354233,3.346415,3.344133,3.315705,3.332542,3.32563,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.2,3.3
2,60,0,5,137.0,1.0,0,0,1,0,0,0,0,0,0,0,0,3.3,113.06,104.67,104.44,92,2.4,1,113.059,102.49,102.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.0,3.0,3.1,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,2.9,2.8,2.8
3,60,0,5,188.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.5,83.83,95.93,98.75,42,3.1,0,83.831,108.035,102.358,,3.4,3.4,3.4,3.4,3.6,3.6,3.6,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.5999999999999996,3.5999999999999996,3.55,3.55,3.5,3.5,3.45,3.45,3.4,3.4,3.4,3.4,3.4,3.4,3.35,3.35,3.4,3.3666666666666667,3.3666666666666667,3.3666666666666667,3.3666666666666667,3.3666666666666667,3.3000000000000003,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3666666666666667,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3000000000000003,3.266666666666667,3.1999999999999997,3.1999999999999997,3.1666666666666665,3.2,3.1999999999999997,3.1999999999999997,3.1,3.1333333333333333,3.1666666666666665,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0666666666666664,3.0666666666666664,3.0666666666666664,3.0666666666666664,3.0666666666666664,3.033333333333333,3.0666666666666664,3.0666666666666664,3.1,3.1,3.1,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1500000000000004,3.1,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1
1,110,0,5,196.0,1.0,0,0,0,0,0,0,1,0,1,0,0,3.53,32.01,54.44,74.02,26,3.1,1,32.014,81.357,89.768,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
1,80,0,4,216.0,1.0,0,0,0,0,0,0,1,0,0,0,0,3.5,69.85,81.55,88.72,37,3.1,1,69.852,93.636,100.447,3.2,3.2,3.25,3.25,3.25,3.3,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.233333333333333,3.266666666666667,3.266666666666667,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.233333333333333,3.2000000000000006,3.1666666666666665,3.1666666666666665,3.1333333333333333,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1,3.1,3.1,3.1,3.1,3.1,3.0666666666666664,3.1,3.1,3.1,3.1,3.0666666666666664,3.1333333333333333,3.1333333333333333,3.1,3.1333333333333333,3.1666666666666665,3.1666666666666665,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1,3.1,3.1333333333333333,3.1,3.1333333333333333,3.1,3.1333333333333333,3.1,3.1,3.1,3.1333333333333333,3.1333333333333333,3.0666666666666664,3.033333333333333,3.0666666666666664,3.1,3.1,3.1333333333333333,3.1,3.1,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1333333333333333
