LACT,ai1_DIM,outcome1AI,tmsbred,pregnancy_DIM,ABORT,INDGST,INJURY,KETOSIS,lame,LDA,MAST,MET,MFEVER,PYO,PNEU,rtp,calvBCS,milkavg30,milkavg60,milkavg100,nadirDIM,nadirBCS,disease_events,milkmonth1,milkmonth2,milkmonth3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.31,41.32,52.29,58.98,20,3.1,1,41.32,62.888,72.133,3.19615,3.36477,3.359873,3.360822,3.310069,3.307321,3.263947,3.254796,3.262099,3.262099,3.2,3.2,3.2,3.2,3.3,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,,,,,,,,,3.2,3.2,3.2,3.2,3.2,3.2,3.2
3,59,0,4,96.0,1.0,0,0,0,1,0,0,0,0,0,0,0,3.43,116.11,119.9,117.96,64,2.8,1,116.106,124.246,116.861,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,,,,,,,,,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.4,3.4,3.3,3.3,3.4,3.4,3.4
3,73,0,4,145.0,1.0,0,0,0,0,0,1,0,0,1,0,0,3.2,80.27,93.43,104.14,45,2.6,2,80.274,106.577,121.559,,,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,,,,,,2.7,2.7,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,2.9,2.9,2.9,2.8,2.8
3,60,0,4,105.0,1.0,0,0,0,1,0,1,0,0,0,0,0,3.3,90.58,93.42,102.03,46,2.4,1,90.577,96.367,118.562,3.2,3.4,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,2.6,2.6,2.8,3.0,3.0,3.0,3.1,3.3,3.3,3.4,3.4,3.4,3.5
2,60,0,6,137.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.25,91.91,100.61,101.81,73,2.6,0,91.908,109.313,105.139,,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.3,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.9,2.8,2.9,2.9,2.9,3.0,2.9,2.9,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.7,3.1,2.9,2.9,2.8,2.8,2.9,2.9,2.9,2.8,2.9,2.9,3.1,3.1,2.8,,2.8,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8
1,80,0,3,108.0,1.0,0,0,0,0,0,0,1,0,0,0,0,3.2,48.78,60.05,66.06,16,3.1,1,48.78,71.706,75.094,,,2.8,3.0,3.3,3.3,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,2.9,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.8,2.6,2.8,2.8,2.7,2.7,2.7,2.7
1,80,1,1,80.0,0.0,0,0,0,1,0,0,0,0,0,0,0,3.37,66.57,76.07,79.05,27,3.2,0,66.57,85.895,84.605,3.3499999999999996,3.399485,3.3509884999999997,3.329287,3.3169095,3.3160575,3.3254265,3.3174289999999997,3.3131605,3.303718,3.310999,3.301088,3.2974040000000002,3.2787895000000002,3.2630645,3.2513699999999996,3.2334519999999998,3.2,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.1,3.15,3.1,3.1,3.1,3.09,3.084874,3.0897740000000002,3.0874585000000003,3.0766215,3.0697965,3.0557800000000004,3.0474765,3.0615365,3.0596815,3.1138285,3.1250525,3.0852815,3.0775040000000002,3.0746085,3.074857,3.15,3.15,3.15,3.1,3.15,3.0999999999999996,3.15,3.15,3.05,3.0,3.05,3.0,3.05,3.0,3.0,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.1,3.1,3.1,3.1,3.1,3.05,3.05,3.05,2.9,3.0,3.0,3.0,3.0,3.05,3.1,3.1,3.1,3.1,3.1,3.05,3.1,3.05,3.05,3.05,3.05,3.05,3.05
1,80,0,3,131.0,0.0,0,0,0,0,0,1,0,0,0,0,0,3.4,56.65,62.59,66.97,9,3.3,0,56.653,68.528,74.403,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.45,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.366727,3.356562,3.354594,3.349585,3.35533,3.353412,3.366556,3.376409,3.387178,3.395117,3.394262,3.392291,3.379244,3.385091,3.381885,3.364532,3.3,3.3,3.3,3.4,3.4,3.3,3.25,3.25,3.25,3.25,3.25,3.2,3.2,3.2,3.15,3.1606045,3.153578,3.139766,3.1087735,3.1176,3.0441875,3.1144249999999998,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.6,2.6,3.0,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.8499999999999996,2.8499999999999996,2.8499999999999996
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.2,62.26,76.95,84.62,23,2.9,0,62.257,92.129,95.616,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.05,3.05,3.058802,3.000252,2.9464955,2.875634,2.927912,2.943422,2.980761,3.003181,3.032123,3.022338,2.952528,2.942816,2.886121,2.865088,2.833034,2.807516,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.9,2.9,2.9
2,60,1,2,60.0,0.0,0,0,1,0,0,0,0,0,0,0,0,3.5,82.94,96.77,103.89,86,2.8,1,82.938,111.073,114.862,3.1,3.4,3.4,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3000000000000003,3.3000000000000003,3.295242333333333,3.2558036666666665,3.260949,3.231823,3.2601636666666667,3.256002,3.258532333333333,3.2015853333333335,3.2049273333333335,3.206343,3.207580666666667,3.207174666666667,3.1915896666666668,3.210604,3.2080509999999998,3.1355020000000002,3.1333333333333333,3.1333333333333333,3.1,3.1333333333333333,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1,3.0666666666666664,3.1,3.092048,3.048750333333333,3.080079,3.0924786666666666,3.0916406666666667,3.1026206666666667,3.1785723333333333,3.142483,3.131919,3.131584333333333,3.122586333333333,3.121662333333333,3.1537450000000002,3.1499280000000005,3.156810333333334,3.1130436666666665,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1333333333333333,3.1666666666666665,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1333333333333333,3.1666666666666665,3.1666666666666665,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.2000000000000006,3.233333333333333,3.2000000000000006,3.233333333333333,3.25,3.2,3.2,3.25,3.25
1,80,1,4,80.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,70.51,80.64,84.6,94,2.7,0,70.505,90.765,90.027,3.0,3.0,3.0,2.95,2.95,2.95,2.95,2.9,2.9,2.9,2.95,2.95,2.95,2.9,2.9,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.8499999999999996,2.8,2.8,2.8,2.8,2.75,2.8,2.75,2.75,2.6,2.6,2.6,2.7,2.85,2.85,2.9000000000000004,2.95,2.9333333333333336,2.9333333333333336,2.9333333333333336,2.966666666666667,3.0,3.0,3.033333333333333,3.0,2.966666666666667,2.966666666666667,2.966666666666667,2.966666666666667,2.966666666666667,2.966666666666667,2.9333333333333336,2.9,2.9333333333333336,2.966666666666667,2.9666666666666663,3.0,3.033333333333333,3.033333333333333,3.0666666666666664,3.0666666666666664,3.1,3.1333333333333333,3.1,3.1333333333333333,3.1,3.1,3.0666666666666664,3.0666666666666664,3.0666666666666664,3.0666666666666664,3.0666666666666664,3.1,3.0666666666666664,3.0666666666666664,3.033333333333333,3.033333333333333,3.033333333333333,3.033333333333333,3.033333333333333,3.0666666666666664,3.033333333333333,3.1,3.1,3.1,3.0666666666666664,3.0666666666666664,3.0666666666666664,3.033333333333333,3.0,3.033333333333333,3.0,3.0,3.033333333333333,3.033333333333333,3.0666666666666664,3.0666666666666664,3.0666666666666664,3.0666666666666664,3.033333333333333,3.0,3.0,3.0666666666666664
3,70,0,7,261.0,1.0,0,0,0,0,0,1,0,0,0,0,0,2.95,101.71,107.39,111.22,78,2.4,1,101.707,113.919,116.546,,3.0,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,3.0,2.9,3.0,3.0,3.0,3.0,3.0,2.966004,2.910814,2.924513,2.825149,2.806513,2.766389,2.753087,2.744257,2.759124,2.765531,2.789083,2.834408,2.827628,2.805704,2.797396,2.761915,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.6,2.6,2.69654,2.707587,2.781873,2.771741,2.642921,2.580468,2.620238,2.504946,2.436505,2.454985,2.452779,2.548361,2.624935,2.676726,2.644789,2.637523,2.6,2.7,2.6,2.6,2.6,2.6,2.5,2.6,2.6,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.7,2.6,2.7,2.7,2.7,2.8,2.7
1,101,1,2,101.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.27,49.77,62.76,71.69,75,2.9,0,49.77,76.19,83.887,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,3.0,3.05,3.0999999999999996,3.15,3.15,3.15,3.1,3.1,3.05,3.05,3.1,3.1,3.1,3.05,3.0,3.0,3.0,3.05,3.0,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.9,3.0,2.95,2.95,2.95,2.9000000000000004,2.95,2.95,2.9,2.9,2.9,2.85,2.85,2.9,2.9,2.9,2.95,2.95,3.0,3.0,3.0,2.95,2.95,2.95,2.9000000000000004,2.95,2.9000000000000004,2.85,3.1,3.1500000000000004,2.7,2.6,2.7,2.7,3.0,3.0,2.95,3.0,2.95,2.95,2.95,3.0,2.95
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.63,46.37,53.7,64.03,25,3.2,0,46.373,67.052,76.506,3.5,3.35,3.25,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.25,3.15,3.2,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.2,3.1,3.2,3.05,3.05,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.3,2.9,2.9,,3.25,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.15,3.15,3.1,3.1,3.05,3.05,3.05,3.05,3.05,3.05,3.05
1,83,0,6,114.0,1.0,0,0,0,0,0,0,1,0,1,0,0,3.4,47.16,57.53,64.59,48,3.0,1,47.158,68.268,74.196,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.1,,,,,,,,,,,,,
1,95,0,7,321.0,1.0,1,0,0,0,0,1,1,0,1,0,0,3.3,69.55,81.24,83.16,88,3.0,2,69.548,84.47,84.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,3.1,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1,80,1,1,80.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.43,60.91,67.7,71.54,64,3.22,0,60.905,75.511,77.694,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.360088,3.358002,3.344946,3.350007,3.362725,3.380795,3.368953,3.369482,3.376164,3.368713,3.378643,3.355025,3.355084,3.330531,3.319002,3.309405,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.3,3.4,3.4,3.3,3.3,3.3,3.257537,3.22301,3.253221,3.236892,3.220185,3.229105,3.242929,3.233991,3.249908,3.275066,3.266726,3.267156,3.269641,3.246967,3.306991,3.339578,3.3,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
3,60,0,3,106.0,0.0,0,0,0,0,0,1,0,0,0,0,0,3.25,91.23,107.23,110.48,47,2.8,0,91.23,123.761,116.877,2.9,3.0999999999999996,3.05,3.05,3.05,3.0999999999999996,3.05,3.0999999999999996,3.0999999999999996,3.15,3.0999999999999996,3.15,3.15,3.15,3.15,3.1,3.05,3.05,3.1,3.1,3.05,3.05,3.0,3.0,2.95,2.95,2.95,2.9,2.9,2.95,2.95,2.95,3.0,3.0,2.95,3.0,3.0,3.0,3.0,3.0,2.95,2.95,2.95,2.9,2.95,2.9,2.9,2.9,2.9,2.9,2.9,2.95,2.95,3.0,3.0,3.0,3.0,3.0,2.95,2.95,2.9,2.95,2.95,3.0,3.0,3.05,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.05,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.05,3.1,3.1,3.05,3.1,3.05,3.05,3.1,3.1,3.1,3.1,3.1,3.1,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004
1,80,1,1,80.0,0.0,1,0,1,0,0,0,1,0,1,0,0,3.5,40.71,53.64,62.47,24,3.1,3,40.707,66.994,74.801,3.3,3.3,3.3,3.3,3.25,3.25,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.3,3.25,3.25,3.25,3.25,3.25,3.25,3.3,3.3,3.3,3.3,3.3,3.3,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.3,3.25,3.25,3.25,3.3,3.3,3.25,3.3,3.3,3.3,3.3,3.3,3.25,3.25,3.25,3.25,3.3,3.3,3.3,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,,,,,,,,,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.25,3.25,3.25,3.25,3.25
2,60,0,3,97.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.25,72.58,87.74,98.93,19,3.1,0,72.583,112.228,107.728,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,,,,,,,,,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,3.1,3.1,3.1,3.1,3.0,3.0,3.1,3.0,3.0,2.9,2.9,3.0,3.0,2.9,2.8,2.9,2.9,2.9,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
2,83,0,4,196.0,0.0,0,0,0,0,0,0,1,0,1,0,1,3.1,76.16,100.88,112.55,41,2.9,1,76.163,127.294,128.692,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.1,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9
1,80,0,3,139.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.35,53.98,61.98,65.9,71,3.1,0,53.984,70.246,71.48,,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.2,3.0,3.0,3.0,3.0,,,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,2.9,2.9,,,,,,,,,3.2,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.2,3.1,3.2,3.15,3.15,3.15,3.15,3.15,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996
3,60,1,2,60.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.4,88.56,110.43,117.78,90,2.8,0,88.559,133.058,129.651,,3.4,3.4,3.4,3.4,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,3.0,2.9,3.0,3.0,3.0,3.0,3.0,3.0,2.9,3.0,3.0,2.9,2.9,2.8,2.8,,3.1,3.1,3.1,3.2,3.1,3.1,3.1,2.95,3.1,3.15,3.15,3.2,3.2,3.15,3.15,3.15,3.1,3.05,3.05,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.95,3.0,2.95,3.0,3.0,3.0,3.0,3.0,3.0,2.95,3.0,3.0,2.95,2.95,2.9,2.9,3.0,3.05,3.05,3.05,3.1,3.05,3.05,3.05,3.0
1,80,1,1,80.0,0.0,0,0,0,0,0,0,1,0,1,0,0,3.4,45.98,58.21,64.95,18,3.2,1,45.979,66.685,72.502,,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.6,3.6,,,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.25,3.25,3.25,3.25,3.3,3.3,3.3,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.15,3.15,3.15,3.1,3.1,3.1,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.2,3.2,3.2,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.2,3.1500000000000004,3.2,3.2,3.2,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.2,3.2,3.2,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.2,3.1500000000000004,3.2,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.2,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004
2,115,1,2,115.0,0.0,0,0,0,0,0,0,0,0,1,0,0,3.4,81.81,98.24,102.4,44,2.9,0,81.81,114.663,111.834,3.24348,3.2306999999999997,3.175197,3.174432,3.203868,3.2053504999999998,3.205737,3.2195855,3.2161714999999997,3.1891249999999998,3.181661,3.171601,3.2,3.15,3.15,3.15,3.15,3.15,3.15,3.2,3.15,3.15,3.15,3.15,3.15,3.15,3.1,3.1109865,3.125521,3.132878,3.1122769999999997,3.0993695,3.0929520000000004,3.1272685,3.135189,3.1286605,3.157051,3.1247645,3.1611245,3.1571105,3.156352,3.163249,3.16563,3.1500000000000004,3.1500000000000004,3.1,3.1,3.1,3.1,3.05,3.0,2.95,3.0,3.1500000000000004,3.1500000000000004,3.3,3.3,3.3,3.3,3.3,3.35,3.35,3.35,3.35,3.3,3.25,3.2,3.25,3.1500000000000004,3.1500000000000004,3.2,3.1500000000000004,3.1500000000000004,3.2,3.2,3.1,3.35,3.25,3.05,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.4000000000000004,3.35,3.45,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.35,3.35,3.4,3.45
2,60,1,3,60.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.6,75.12,97.4,109.73,96,2.7,0,75.121,119.685,130.649,3.4,3.55,3.55,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.45,3.4,3.45,3.4,3.4,3.4,3.4,3.3499999999999996,3.4,3.3,3.3,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.2,3.2,3.1,3.2,3.1,3.1,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1500000000000004,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.9,2.7,3.2,3.2,3.2,3.1
3,71,1,3,71.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.5,96.67,113.53,121.84,73,2.8,0,96.668,132.881,136.823,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.45,3.45,3.45,3.3499999999999996,3.3499999999999996,3.3,3.3,3.2,3.25,3.25,3.287033,3.2388035,3.2434874999999996,3.2268264999999996,3.2309845,3.2179374999999997,3.2621985000000002,3.255828,3.2524344999999997,3.295874,3.297803,3.286928,3.2840685,3.344338,3.2890375,3.280882,3.3,3.3,3.25,3.3,3.3,3.3,3.25,3.3,3.3,3.3,3.35,3.3,3.35,3.3,3.35,3.295936,3.3001495,3.3615635,3.3495945000000003,3.28505,3.262994,3.2591405,3.245984,3.2827305,3.281804,3.2716005,3.3132205,3.3094925,3.3520244999999997,3.3615174999999997,3.3572295,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.4,3.3499999999999996,3.3,3.3499999999999996,3.3499999999999996,3.3499999999999996,3.3,3.3,3.3,3.3,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
